State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Vermont,2/1/2020,481,1/25/2020,"5,006","303,508",1.65
Vermont,2/8/2020,475,2/1/2020,"4,824","303,508",1.59
Vermont,2/15/2020,543,2/8/2020,"4,931","303,508",1.62
Vermont,2/22/2020,610,2/15/2020,"4,872","303,508",1.61
Vermont,2/29/2020,863,2/22/2020,"5,039","303,508",1.66
Vermont,3/7/2020,446,2/29/2020,"5,219","303,508",1.72
Vermont,3/14/2020,659,3/7/2020,"4,896","303,508",1.61
Vermont,3/21/2020,"3,784",3/14/2020,"4,810","303,508",1.58
Vermont,3/28/2020,"14,633",3/21/2020,"13,797","303,508",4.55
Virgin Islands,1/4/2020,10,12/28/2019,468,"33,306",1.41
Virgin Islands,1/11/2020,24,1/4/2020,534,"34,238",1.56
Virgin Islands,1/18/2020,40,1/11/2020,562,"34,238",1.64
Virgin Islands,1/25/2020,44,1/18/2020,552,"34,238",1.61
Virgin Islands,2/1/2020,35,1/25/2020,516,"34,238",1.51
Virgin Islands,2/8/2020,45,2/1/2020,522,"34,238",1.52
Virgin Islands,2/15/2020,40,2/8/2020,508,"34,238",1.48
Virgin Islands,2/22/2020,55,2/15/2020,508,"34,238",1.48
Virgin Islands,2/29/2020,37,2/22/2020,562,"34,238",1.64
Virgin Islands,3/7/2020,64,2/29/2020,586,"34,238",1.71
Virgin Islands,3/14/2020,44,3/7/2020,592,"34,238",1.73
Virgin Islands,3/21/2020,123,3/14/2020,584,"34,238",1.71
Virgin Islands,3/28/2020,250,3/21/2020,512,"34,238",1.5
Virginia,1/4/2020,"3,188",12/28/2019,"22,171","3,722,198",0.6
Virginia,1/11/2020,"3,643",1/4/2020,"23,577","3,731,069",0.63
Virginia,1/18/2020,"2,831",1/11/2020,"22,218","3,731,069",0.6
Virginia,1/25/2020,"3,059",1/18/2020,"21,661","3,731,069",0.58
Virginia,2/1/2020,"2,575",1/25/2020,"22,263","3,731,069",0.6
Virginia,2/8/2020,"3,097",2/1/2020,"22,049","3,731,069",0.59
Virginia,2/15/2020,"2,693",2/8/2020,"22,481","3,731,069",0.6
Virginia,2/22/2020,"2,079",2/15/2020,"22,493","3,731,069",0.6
Virginia,2/29/2020,"3,267",2/22/2020,"22,203","3,731,069",0.6
Virginia,3/7/2020,"2,527",2/29/2020,"22,714","3,731,069",0.61
Virginia,3/14/2020,"2,706",3/7/2020,"21,336","3,731,069",0.57
Virginia,3/21/2020,"46,277",3/14/2020,"21,628","3,731,069",0.58
Virginia,3/28/2020,"112,497",3/21/2020,"41,827","3,731,069",1.12
Washington,1/4/2020,"10,024",12/28/2019,"70,363","3,317,884",2.12
Washington,1/11/2020,"9,069",1/4/2020,"70,214","3,333,838",2.11
Washington,1/18/2020,"9,079",1/11/2020,"65,903","3,333,838",1.98
Washington,1/25/2020,"8,072",1/18/2020,"67,705","3,333,838",2.03
Washington,2/1/2020,"6,619",1/25/2020,"65,260","3,333,838",1.96
Washington,2/8/2020,"7,161",2/1/2020,"64,144","3,333,838",1.92
Washington,2/15/2020,"6,311",2/8/2020,"61,819","3,333,838",1.85
Washington,2/22/2020,"5,585",2/15/2020,"59,819","3,333,838",1.79
Washington,2/29/2020,"5,770",2/22/2020,"58,586","3,333,838",1.76
Washington,3/7/2020,"6,616",2/29/2020,"56,513","3,333,838",1.7
Washington,3/14/2020,"14,240",3/7/2020,"55,588","3,333,838",1.67
Washington,3/21/2020,"129,909",3/14/2020,"62,623","3,333,838",1.88
Washington,3/28/2020,"182,849",3/21/2020,"158,025","3,333,838",4.74
West Virginia,1/4/2020,"1,564",12/28/2019,"15,887","670,192",2.37
West Virginia,1/11/2020,"2,638",1/4/2020,"18,026","670,051",2.69
West Virginia,1/18/2020,"1,895",1/11/2020,"17,681","670,051",2.64
West Virginia,1/25/2020,"1,290",1/18/2020,"16,745","670,051",2.5
West Virginia,2/1/2020,"1,364",1/25/2020,"16,905","670,051",2.52
West Virginia,2/8/2020,"1,206",2/1/2020,"16,588","670,051",2.48
West Virginia,2/15/2020,"1,172",2/8/2020,"16,856","670,051",2.52
West Virginia,2/22/2020,"1,207",2/15/2020,"17,355","670,051",2.59
West Virginia,2/29/2020,"1,108",2/22/2020,"16,797","670,051",2.51
West Virginia,3/7/2020,"1,033",2/29/2020,"16,110","670,051",2.4
West Virginia,3/14/2020,865,3/7/2020,"15,394","670,051",2.3
West Virginia,3/21/2020,"3,536",3/14/2020,"14,154","670,051",2.11
West Virginia,3/28/2020,"14,523",3/21/2020,"21,145","670,051",3.16
Wisconsin,1/4/2020,"12,854",12/28/2019,"49,605","2,848,173",1.74
Wisconsin,1/11/2020,"8,255",1/4/2020,"53,305","2,851,929",1.87
Wisconsin,1/18/2020,"6,388",1/11/2020,"44,776","2,851,929",1.57
Wisconsin,1/25/2020,"6,134",1/18/2020,"44,077","2,851,929",1.55
Wisconsin,2/1/2020,"6,280",1/25/2020,"44,425","2,851,929",1.56
Wisconsin,2/8/2020,"6,579",2/1/2020,"44,477","2,851,929",1.56
Wisconsin,2/15/2020,"5,808",2/8/2020,"44,163","2,851,929",1.55
Wisconsin,2/22/2020,"6,098",2/15/2020,"43,996","2,851,929",1.54
Wisconsin,2/29/2020,"5,658",2/22/2020,"43,574","2,851,929",1.53
Wisconsin,3/7/2020,"5,052",2/29/2020,"42,337","2,851,929",1.48
Wisconsin,3/14/2020,"5,190",3/7/2020,"40,738","2,851,929",1.43
Wisconsin,3/21/2020,"51,031",3/14/2020,"43,607","2,851,929",1.53
Wisconsin,3/28/2020,"110,934",3/21/2020,"99,574","2,851,929",3.49
Wyoming,1/4/2020,662,12/28/2019,"3,219","267,362",1.2
Wyoming,1/11/2020,829,1/4/2020,"3,302","268,518",1.23
Wyoming,1/18/2020,636,1/11/2020,"3,301","268,518",1.23
Wyoming,1/25/2020,531,1/18/2020,"3,354","268,518",1.25
Wyoming,2/1/2020,529,1/25/2020,"3,475","268,518",1.29
Wyoming,2/8/2020,589,2/1/2020,"3,507","268,518",1.31
Wyoming,2/15/2020,598,2/8/2020,"3,699","268,518",1.38
Wyoming,2/22/2020,389,2/15/2020,"3,611","268,518",1.34
Wyoming,2/29/2020,471,2/22/2020,"3,543","268,518",1.32
Wyoming,3/7/2020,534,2/29/2020,"3,508","268,518",1.31
Wyoming,3/14/2020,517,3/7/2020,"3,375","268,518",1.26
Wyoming,3/21/2020,"3,653",3/14/2020,"3,197","268,518",1.19
Wyoming,3/28/2020,"6,396",3/21/2020,"4,519","268,518",1.68
,,,,,,
Run Date: 4/13/2020,,,,,,
